Country,Year,Risk,Variable,Value,Unit,Sex,Age
Brunei Darussalam,1990,Ambient Particulate Matter,DALYs,274.0,Number,Both,More than 64 years old
Brunei Darussalam,1991,Ambient Particulate Matter,DALYs,254.0,Number,Both,More than 64 years old
Brunei Darussalam,1992,Ambient Particulate Matter,DALYs,238.0,Number,Both,More than 64 years old
Brunei Darussalam,1993,Ambient Particulate Matter,DALYs,226.0,Number,Both,More than 64 years old
Brunei Darussalam,1994,Ambient Particulate Matter,DALYs,207.0,Number,Both,More than 64 years old
Brunei Darussalam,1995,Ambient Particulate Matter,DALYs,197.0,Number,Both,More than 64 years old
Brunei Darussalam,1996,Ambient Particulate Matter,DALYs,187.0,Number,Both,More than 64 years old
Brunei Darussalam,1997,Ambient Particulate Matter,DALYs,191.0,Number,Both,More than 64 years old
Brunei Darussalam,1998,Ambient Particulate Matter,DALYs,194.0,Number,Both,More than 64 years old
Brunei Darussalam,1999,Ambient Particulate Matter,DALYs,197.0,Number,Both,More than 64 years old
Brunei Darussalam,2000,Ambient Particulate Matter,DALYs,200.0,Number,Both,More than 64 years old
Brunei Darussalam,2001,Ambient Particulate Matter,DALYs,200.0,Number,Both,More than 64 years old
Brunei Darussalam,2002,Ambient Particulate Matter,DALYs,207.0,Number,Both,More than 64 years old
Brunei Darussalam,2003,Ambient Particulate Matter,DALYs,217.0,Number,Both,More than 64 years old
Brunei Darussalam,2004,Ambient Particulate Matter,DALYs,224.0,Number,Both,More than 64 years old
Brunei Darussalam,2005,Ambient Particulate Matter,DALYs,230.0,Number,Both,More than 64 years old
Brunei Darussalam,2006,Ambient Particulate Matter,DALYs,228.0,Number,Both,More than 64 years old
Brunei Darussalam,2007,Ambient Particulate Matter,DALYs,220.0,Number,Both,More than 64 years old
Brunei Darussalam,2008,Ambient Particulate Matter,DALYs,210.0,Number,Both,More than 64 years old
Brunei Darussalam,2009,Ambient Particulate Matter,DALYs,209.0,Number,Both,More than 64 years old
Brunei Darussalam,2010,Ambient Particulate Matter,DALYs,210.0,Number,Both,More than 64 years old
Brunei Darussalam,2011,Ambient Particulate Matter,DALYs,221.0,Number,Both,More than 64 years old
Brunei Darussalam,2012,Ambient Particulate Matter,DALYs,253.0,Number,Both,More than 64 years old
Brunei Darussalam,2013,Ambient Particulate Matter,DALYs,302.0,Number,Both,More than 64 years old
Brunei Darussalam,2014,Ambient Particulate Matter,DALYs,343.0,Number,Both,More than 64 years old
Brunei Darussalam,2015,Ambient Particulate Matter,DALYs,369.0,Number,Both,More than 64 years old
Brunei Darussalam,2016,Ambient Particulate Matter,DALYs,357.0,Number,Both,More than 64 years old
Brunei Darussalam,2017,Ambient Particulate Matter,DALYs,352.0,Number,Both,More than 64 years old
Brunei Darussalam,2018,Ambient Particulate Matter,DALYs,377.0,Number,Both,More than 64 years old
Brunei Darussalam,2019,Ambient Particulate Matter,DALYs,426.0,Number,Both,More than 64 years old
Brunei Darussalam,1990,Ambient Particulate Matter,DALYs,502.0,Number,Both,15 to 64 years old
Brunei Darussalam,1991,Ambient Particulate Matter,DALYs,486.0,Number,Both,15 to 64 years old
Brunei Darussalam,1992,Ambient Particulate Matter,DALYs,471.0,Number,Both,15 to 64 years old
Brunei Darussalam,1993,Ambient Particulate Matter,DALYs,453.0,Number,Both,15 to 64 years old
Brunei Darussalam,1994,Ambient Particulate Matter,DALYs,435.0,Number,Both,15 to 64 years old
Brunei Darussalam,1995,Ambient Particulate Matter,DALYs,421.0,Number,Both,15 to 64 years old
Brunei Darussalam,1996,Ambient Particulate Matter,DALYs,407.0,Number,Both,15 to 64 years old
Brunei Darussalam,1997,Ambient Particulate Matter,DALYs,388.0,Number,Both,15 to 64 years old
Brunei Darussalam,1998,Ambient Particulate Matter,DALYs,376.0,Number,Both,15 to 64 years old
Brunei Darussalam,1999,Ambient Particulate Matter,DALYs,364.0,Number,Both,15 to 64 years old
Brunei Darussalam,2000,Ambient Particulate Matter,DALYs,357.0,Number,Both,15 to 64 years old
Brunei Darussalam,2001,Ambient Particulate Matter,DALYs,364.0,Number,Both,15 to 64 years old
Brunei Darussalam,2002,Ambient Particulate Matter,DALYs,380.0,Number,Both,15 to 64 years old
Brunei Darussalam,2003,Ambient Particulate Matter,DALYs,400.0,Number,Both,15 to 64 years old
Brunei Darussalam,2004,Ambient Particulate Matter,DALYs,416.0,Number,Both,15 to 64 years old
Brunei Darussalam,2005,Ambient Particulate Matter,DALYs,432.0,Number,Both,15 to 64 years old
Brunei Darussalam,2006,Ambient Particulate Matter,DALYs,440.0,Number,Both,15 to 64 years old
Brunei Darussalam,2007,Ambient Particulate Matter,DALYs,435.0,Number,Both,15 to 64 years old
Brunei Darussalam,2008,Ambient Particulate Matter,DALYs,426.0,Number,Both,15 to 64 years old
Brunei Darussalam,2009,Ambient Particulate Matter,DALYs,425.0,Number,Both,15 to 64 years old
Brunei Darussalam,2010,Ambient Particulate Matter,DALYs,436.0,Number,Both,15 to 64 years old
Brunei Darussalam,2011,Ambient Particulate Matter,DALYs,481.0,Number,Both,15 to 64 years old
Brunei Darussalam,2012,Ambient Particulate Matter,DALYs,560.0,Number,Both,15 to 64 years old
Brunei Darussalam,2013,Ambient Particulate Matter,DALYs,657.0,Number,Both,15 to 64 years old
Brunei Darussalam,2014,Ambient Particulate Matter,DALYs,747.0,Number,Both,15 to 64 years old
Brunei Darussalam,2015,Ambient Particulate Matter,DALYs,800.0,Number,Both,15 to 64 years old
Brunei Darussalam,2016,Ambient Particulate Matter,DALYs,763.0,Number,Both,15 to 64 years old
Brunei Darussalam,2017,Ambient Particulate Matter,DALYs,727.0,Number,Both,15 to 64 years old
Brunei Darussalam,2018,Ambient Particulate Matter,DALYs,763.0,Number,Both,15 to 64 years old
Brunei Darussalam,2019,Ambient Particulate Matter,DALYs,837.0,Number,Both,15 to 64 years old
Brunei Darussalam,1990,Ambient Particulate Matter,DALYs,84.0,Number,Both,Less than 15 years old
Brunei Darussalam,1991,Ambient Particulate Matter,DALYs,85.0,Number,Both,Less than 15 years old
Brunei Darussalam,1992,Ambient Particulate Matter,DALYs,82.0,Number,Both,Less than 15 years old
Brunei Darussalam,1993,Ambient Particulate Matter,DALYs,80.0,Number,Both,Less than 15 years old
Brunei Darussalam,1994,Ambient Particulate Matter,DALYs,77.0,Number,Both,Less than 15 years old
Brunei Darussalam,1995,Ambient Particulate Matter,DALYs,73.0,Number,Both,Less than 15 years old
Brunei Darussalam,1996,Ambient Particulate Matter,DALYs,71.0,Number,Both,Less than 15 years old
Brunei Darussalam,1997,Ambient Particulate Matter,DALYs,72.0,Number,Both,Less than 15 years old
Brunei Darussalam,1998,Ambient Particulate Matter,DALYs,74.0,Number,Both,Less than 15 years old
Brunei Darussalam,1999,Ambient Particulate Matter,DALYs,77.0,Number,Both,Less than 15 years old
Brunei Darussalam,2000,Ambient Particulate Matter,DALYs,82.0,Number,Both,Less than 15 years old
Brunei Darussalam,2001,Ambient Particulate Matter,DALYs,84.0,Number,Both,Less than 15 years old
Brunei Darussalam,2002,Ambient Particulate Matter,DALYs,87.0,Number,Both,Less than 15 years old
Brunei Darussalam,2003,Ambient Particulate Matter,DALYs,89.0,Number,Both,Less than 15 years old
Brunei Darussalam,2004,Ambient Particulate Matter,DALYs,88.0,Number,Both,Less than 15 years old
Brunei Darussalam,2005,Ambient Particulate Matter,DALYs,84.0,Number,Both,Less than 15 years old
Brunei Darussalam,2006,Ambient Particulate Matter,DALYs,81.0,Number,Both,Less than 15 years old
Brunei Darussalam,2007,Ambient Particulate Matter,DALYs,79.0,Number,Both,Less than 15 years old
Brunei Darussalam,2008,Ambient Particulate Matter,DALYs,78.0,Number,Both,Less than 15 years old
Brunei Darussalam,2009,Ambient Particulate Matter,DALYs,78.0,Number,Both,Less than 15 years old
Brunei Darussalam,2010,Ambient Particulate Matter,DALYs,79.0,Number,Both,Less than 15 years old
Brunei Darussalam,2011,Ambient Particulate Matter,DALYs,84.0,Number,Both,Less than 15 years old
Brunei Darussalam,2012,Ambient Particulate Matter,DALYs,88.0,Number,Both,Less than 15 years old
Brunei Darussalam,2013,Ambient Particulate Matter,DALYs,91.0,Number,Both,Less than 15 years old
Brunei Darussalam,2014,Ambient Particulate Matter,DALYs,93.0,Number,Both,Less than 15 years old
Brunei Darussalam,2015,Ambient Particulate Matter,DALYs,94.0,Number,Both,Less than 15 years old
Brunei Darussalam,2016,Ambient Particulate Matter,DALYs,90.0,Number,Both,Less than 15 years old
Brunei Darussalam,2017,Ambient Particulate Matter,DALYs,84.0,Number,Both,Less than 15 years old
Brunei Darussalam,2018,Ambient Particulate Matter,DALYs,84.0,Number,Both,Less than 15 years old
Brunei Darussalam,2019,Ambient Particulate Matter,DALYs,87.0,Number,Both,Less than 15 years old
Brunei Darussalam,1990,Ambient Particulate Matter,DALYs,860.0,Number,Both,All
Brunei Darussalam,1991,Ambient Particulate Matter,DALYs,825.0,Number,Both,All
Brunei Darussalam,1992,Ambient Particulate Matter,DALYs,792.0,Number,Both,All
Brunei Darussalam,1993,Ambient Particulate Matter,DALYs,758.0,Number,Both,All
Brunei Darussalam,1994,Ambient Particulate Matter,DALYs,719.0,Number,Both,All
Brunei Darussalam,1995,Ambient Particulate Matter,DALYs,691.0,Number,Both,All
Brunei Darussalam,1996,Ambient Particulate Matter,DALYs,665.0,Number,Both,All
Brunei Darussalam,1997,Ambient Particulate Matter,DALYs,652.0,Number,Both,All
Brunei Darussalam,1998,Ambient Particulate Matter,DALYs,645.0,Number,Both,All
Brunei Darussalam,1999,Ambient Particulate Matter,DALYs,638.0,Number,Both,All
Brunei Darussalam,2000,Ambient Particulate Matter,DALYs,640.0,Number,Both,All
Brunei Darussalam,2001,Ambient Particulate Matter,DALYs,648.0,Number,Both,All
Brunei Darussalam,2002,Ambient Particulate Matter,DALYs,673.0,Number,Both,All
Brunei Darussalam,2003,Ambient Particulate Matter,DALYs,706.0,Number,Both,All
Brunei Darussalam,2004,Ambient Particulate Matter,DALYs,728.0,Number,Both,All
Brunei Darussalam,2005,Ambient Particulate Matter,DALYs,745.0,Number,Both,All
Brunei Darussalam,2006,Ambient Particulate Matter,DALYs,748.0,Number,Both,All
Brunei Darussalam,2007,Ambient Particulate Matter,DALYs,734.0,Number,Both,All
Brunei Darussalam,2008,Ambient Particulate Matter,DALYs,715.0,Number,Both,All
Brunei Darussalam,2009,Ambient Particulate Matter,DALYs,711.0,Number,Both,All
Brunei Darussalam,2010,Ambient Particulate Matter,DALYs,724.0,Number,Both,All
Brunei Darussalam,2011,Ambient Particulate Matter,DALYs,785.0,Number,Both,All
Brunei Darussalam,2012,Ambient Particulate Matter,DALYs,901.0,Number,Both,All
Brunei Darussalam,2013,Ambient Particulate Matter,DALYs,1050.0,Number,Both,All
Brunei Darussalam,2014,Ambient Particulate Matter,DALYs,1183.0,Number,Both,All
Brunei Darussalam,2015,Ambient Particulate Matter,DALYs,1262.0,Number,Both,All
Brunei Darussalam,2016,Ambient Particulate Matter,DALYs,1210.0,Number,Both,All
Brunei Darussalam,2017,Ambient Particulate Matter,DALYs,1162.0,Number,Both,All
Brunei Darussalam,2018,Ambient Particulate Matter,DALYs,1224.0,Number,Both,All
Brunei Darussalam,2019,Ambient Particulate Matter,DALYs,1349.0,Number,Both,All
Cambodia,1990,Ambient Particulate Matter,DALYs,96271.0,Number,Both,All
Cambodia,1991,Ambient Particulate Matter,DALYs,96256.0,Number,Both,All
Cambodia,1992,Ambient Particulate Matter,DALYs,96599.0,Number,Both,All
Cambodia,1993,Ambient Particulate Matter,DALYs,97128.0,Number,Both,All
Cambodia,1994,Ambient Particulate Matter,DALYs,97712.0,Number,Both,All
Cambodia,1995,Ambient Particulate Matter,DALYs,97927.0,Number,Both,All
Cambodia,1996,Ambient Particulate Matter,DALYs,97580.0,Number,Both,All
Cambodia,1997,Ambient Particulate Matter,DALYs,97465.0,Number,Both,All
Cambodia,1998,Ambient Particulate Matter,DALYs,97793.0,Number,Both,All
Cambodia,1999,Ambient Particulate Matter,DALYs,98175.0,Number,Both,All
Cambodia,2000,Ambient Particulate Matter,DALYs,97909.0,Number,Both,All
Cambodia,2001,Ambient Particulate Matter,DALYs,98863.0,Number,Both,All
Cambodia,2002,Ambient Particulate Matter,DALYs,101427.0,Number,Both,All
Cambodia,2003,Ambient Particulate Matter,DALYs,102914.0,Number,Both,All
Cambodia,2004,Ambient Particulate Matter,DALYs,104163.0,Number,Both,All
Cambodia,2005,Ambient Particulate Matter,DALYs,104876.0,Number,Both,All
Cambodia,2006,Ambient Particulate Matter,DALYs,105297.0,Number,Both,All
Cambodia,2007,Ambient Particulate Matter,DALYs,107084.0,Number,Both,All
Cambodia,2008,Ambient Particulate Matter,DALYs,108736.0,Number,Both,All
Cambodia,2009,Ambient Particulate Matter,DALYs,109559.0,Number,Both,All
Cambodia,2010,Ambient Particulate Matter,DALYs,110038.0,Number,Both,All
Cambodia,2011,Ambient Particulate Matter,DALYs,108873.0,Number,Both,All
Cambodia,2012,Ambient Particulate Matter,DALYs,108780.0,Number,Both,All
Cambodia,2013,Ambient Particulate Matter,DALYs,108025.0,Number,Both,All
Cambodia,2014,Ambient Particulate Matter,DALYs,108295.0,Number,Both,All
Cambodia,2015,Ambient Particulate Matter,DALYs,108090.0,Number,Both,All
Cambodia,2016,Ambient Particulate Matter,DALYs,107351.0,Number,Both,All
Cambodia,2017,Ambient Particulate Matter,DALYs,106754.0,Number,Both,All
Cambodia,2018,Ambient Particulate Matter,DALYs,109677.0,Number,Both,All
Cambodia,2019,Ambient Particulate Matter,DALYs,115672.0,Number,Both,All
Cambodia,1990,Ambient Particulate Matter,DALYs,77524.0,Number,Both,Less than 15 years old
Cambodia,1991,Ambient Particulate Matter,DALYs,77132.0,Number,Both,Less than 15 years old
Cambodia,1992,Ambient Particulate Matter,DALYs,76907.0,Number,Both,Less than 15 years old
Cambodia,1993,Ambient Particulate Matter,DALYs,76633.0,Number,Both,Less than 15 years old
Cambodia,1994,Ambient Particulate Matter,DALYs,76269.0,Number,Both,Less than 15 years old
Cambodia,1995,Ambient Particulate Matter,DALYs,75473.0,Number,Both,Less than 15 years old
Cambodia,1996,Ambient Particulate Matter,DALYs,74125.0,Number,Both,Less than 15 years old
Cambodia,1997,Ambient Particulate Matter,DALYs,72772.0,Number,Both,Less than 15 years old
Cambodia,1998,Ambient Particulate Matter,DALYs,71527.0,Number,Both,Less than 15 years old
Cambodia,1999,Ambient Particulate Matter,DALYs,70219.0,Number,Both,Less than 15 years old
Cambodia,2000,Ambient Particulate Matter,DALYs,68281.0,Number,Both,Less than 15 years old
Cambodia,2001,Ambient Particulate Matter,DALYs,67227.0,Number,Both,Less than 15 years old
Cambodia,2002,Ambient Particulate Matter,DALYs,67508.0,Number,Both,Less than 15 years old
Cambodia,2003,Ambient Particulate Matter,DALYs,66452.0,Number,Both,Less than 15 years old
Cambodia,2004,Ambient Particulate Matter,DALYs,64913.0,Number,Both,Less than 15 years old
Cambodia,2005,Ambient Particulate Matter,DALYs,62994.0,Number,Both,Less than 15 years old
Cambodia,2006,Ambient Particulate Matter,DALYs,60764.0,Number,Both,Less than 15 years old
Cambodia,2007,Ambient Particulate Matter,DALYs,59174.0,Number,Both,Less than 15 years old
Cambodia,2008,Ambient Particulate Matter,DALYs,57445.0,Number,Both,Less than 15 years old
Cambodia,2009,Ambient Particulate Matter,DALYs,55031.0,Number,Both,Less than 15 years old
Cambodia,2010,Ambient Particulate Matter,DALYs,52637.0,Number,Both,Less than 15 years old
Cambodia,2011,Ambient Particulate Matter,DALYs,49226.0,Number,Both,Less than 15 years old
Cambodia,2012,Ambient Particulate Matter,DALYs,47105.0,Number,Both,Less than 15 years old
Cambodia,2013,Ambient Particulate Matter,DALYs,44347.0,Number,Both,Less than 15 years old
Cambodia,2014,Ambient Particulate Matter,DALYs,42618.0,Number,Both,Less than 15 years old
Cambodia,2015,Ambient Particulate Matter,DALYs,40488.0,Number,Both,Less than 15 years old
Cambodia,2016,Ambient Particulate Matter,DALYs,37897.0,Number,Both,Less than 15 years old
Cambodia,2017,Ambient Particulate Matter,DALYs,35264.0,Number,Both,Less than 15 years old
Cambodia,2018,Ambient Particulate Matter,DALYs,33976.0,Number,Both,Less than 15 years old
Cambodia,2019,Ambient Particulate Matter,DALYs,33591.0,Number,Both,Less than 15 years old
Cambodia,1990,Ambient Particulate Matter,DALYs,12484.0,Number,Both,15 to 64 years old
Cambodia,1991,Ambient Particulate Matter,DALYs,12663.0,Number,Both,15 to 64 years old
Cambodia,1992,Ambient Particulate Matter,DALYs,12972.0,Number,Both,15 to 64 years old
Cambodia,1993,Ambient Particulate Matter,DALYs,13438.0,Number,Both,15 to 64 years old
Cambodia,1994,Ambient Particulate Matter,DALYs,14000.0,Number,Both,15 to 64 years old
Cambodia,1995,Ambient Particulate Matter,DALYs,14598.0,Number,Both,15 to 64 years old
Cambodia,1996,Ambient Particulate Matter,DALYs,15175.0,Number,Both,15 to 64 years old
Cambodia,1997,Ambient Particulate Matter,DALYs,15901.0,Number,Both,15 to 64 years old
Cambodia,1998,Ambient Particulate Matter,DALYs,16880.0,Number,Both,15 to 64 years old
Cambodia,1999,Ambient Particulate Matter,DALYs,17914.0,Number,Both,15 to 64 years old
Cambodia,2000,Ambient Particulate Matter,DALYs,18892.0,Number,Both,15 to 64 years old
Cambodia,2001,Ambient Particulate Matter,DALYs,20099.0,Number,Both,15 to 64 years old
Cambodia,2002,Ambient Particulate Matter,DALYs,21437.0,Number,Both,15 to 64 years old
Cambodia,2003,Ambient Particulate Matter,DALYs,22912.0,Number,Both,15 to 64 years old
Cambodia,2004,Ambient Particulate Matter,DALYs,24542.0,Number,Both,15 to 64 years old
Cambodia,2005,Ambient Particulate Matter,DALYs,26031.0,Number,Both,15 to 64 years old
Cambodia,2006,Ambient Particulate Matter,DALYs,27472.0,Number,Both,15 to 64 years old
Cambodia,2007,Ambient Particulate Matter,DALYs,29453.0,Number,Both,15 to 64 years old
Cambodia,2008,Ambient Particulate Matter,DALYs,31449.0,Number,Both,15 to 64 years old
Cambodia,2009,Ambient Particulate Matter,DALYs,33327.0,Number,Both,15 to 64 years old
Cambodia,2010,Ambient Particulate Matter,DALYs,35018.0,Number,Both,15 to 64 years old
Cambodia,2011,Ambient Particulate Matter,DALYs,36252.0,Number,Both,15 to 64 years old
Cambodia,2012,Ambient Particulate Matter,DALYs,37412.0,Number,Both,15 to 64 years old
Cambodia,2013,Ambient Particulate Matter,DALYs,38287.0,Number,Both,15 to 64 years old
Cambodia,2014,Ambient Particulate Matter,DALYs,39401.0,Number,Both,15 to 64 years old
Cambodia,2015,Ambient Particulate Matter,DALYs,40461.0,Number,Both,15 to 64 years old
Cambodia,2016,Ambient Particulate Matter,DALYs,41453.0,Number,Both,15 to 64 years old
Cambodia,2017,Ambient Particulate Matter,DALYs,42488.0,Number,Both,15 to 64 years old
Cambodia,2018,Ambient Particulate Matter,DALYs,44771.0,Number,Both,15 to 64 years old
Cambodia,2019,Ambient Particulate Matter,DALYs,48284.0,Number,Both,15 to 64 years old
Cambodia,1990,Ambient Particulate Matter,DALYs,6263.0,Number,Both,More than 64 years old
Cambodia,1991,Ambient Particulate Matter,DALYs,6461.0,Number,Both,More than 64 years old
Cambodia,1992,Ambient Particulate Matter,DALYs,6720.0,Number,Both,More than 64 years old
Cambodia,1993,Ambient Particulate Matter,DALYs,7057.0,Number,Both,More than 64 years old
Cambodia,1994,Ambient Particulate Matter,DALYs,7442.0,Number,Both,More than 64 years old
Cambodia,1995,Ambient Particulate Matter,DALYs,7856.0,Number,Both,More than 64 years old
Cambodia,1996,Ambient Particulate Matter,DALYs,8280.0,Number,Both,More than 64 years old
Cambodia,1997,Ambient Particulate Matter,DALYs,8792.0,Number,Both,More than 64 years old
Cambodia,1998,Ambient Particulate Matter,DALYs,9385.0,Number,Both,More than 64 years old
Cambodia,1999,Ambient Particulate Matter,DALYs,10042.0,Number,Both,More than 64 years old
Cambodia,2000,Ambient Particulate Matter,DALYs,10737.0,Number,Both,More than 64 years old
Cambodia,2001,Ambient Particulate Matter,DALYs,11537.0,Number,Both,More than 64 years old
Cambodia,2002,Ambient Particulate Matter,DALYs,12483.0,Number,Both,More than 64 years old
Cambodia,2003,Ambient Particulate Matter,DALYs,13550.0,Number,Both,More than 64 years old
Cambodia,2004,Ambient Particulate Matter,DALYs,14709.0,Number,Both,More than 64 years old
Cambodia,2005,Ambient Particulate Matter,DALYs,15851.0,Number,Both,More than 64 years old
Cambodia,2006,Ambient Particulate Matter,DALYs,17061.0,Number,Both,More than 64 years old
Cambodia,2007,Ambient Particulate Matter,DALYs,18457.0,Number,Both,More than 64 years old
Cambodia,2008,Ambient Particulate Matter,DALYs,19843.0,Number,Both,More than 64 years old
Cambodia,2009,Ambient Particulate Matter,DALYs,21201.0,Number,Both,More than 64 years old
Cambodia,2010,Ambient Particulate Matter,DALYs,22382.0,Number,Both,More than 64 years old
Cambodia,2011,Ambient Particulate Matter,DALYs,23395.0,Number,Both,More than 64 years old
Cambodia,2012,Ambient Particulate Matter,DALYs,24263.0,Number,Both,More than 64 years old
Cambodia,2013,Ambient Particulate Matter,DALYs,25391.0,Number,Both,More than 64 years old
Cambodia,2014,Ambient Particulate Matter,DALYs,26276.0,Number,Both,More than 64 years old
Cambodia,2015,Ambient Particulate Matter,DALYs,27141.0,Number,Both,More than 64 years old
Cambodia,2016,Ambient Particulate Matter,DALYs,28002.0,Number,Both,More than 64 years old
Cambodia,2017,Ambient Particulate Matter,DALYs,29001.0,Number,Both,More than 64 years old
Cambodia,2018,Ambient Particulate Matter,DALYs,30930.0,Number,Both,More than 64 years old
Cambodia,2019,Ambient Particulate Matter,DALYs,33797.0,Number,Both,More than 64 years old
Indonesia,1990,Ambient Particulate Matter,DALYs,1731397.0,Number,Both,All
Indonesia,1991,Ambient Particulate Matter,DALYs,1790780.0,Number,Both,All
Indonesia,1992,Ambient Particulate Matter,DALYs,1846017.0,Number,Both,All
Indonesia,1993,Ambient Particulate Matter,DALYs,1900916.0,Number,Both,All
Indonesia,1994,Ambient Particulate Matter,DALYs,1943733.0,Number,Both,All
Indonesia,1995,Ambient Particulate Matter,DALYs,1975243.0,Number,Both,All
Indonesia,1996,Ambient Particulate Matter,DALYs,2003754.0,Number,Both,All
Indonesia,1997,Ambient Particulate Matter,DALYs,2043365.0,Number,Both,All
Indonesia,1998,Ambient Particulate Matter,DALYs,2095030.0,Number,Both,All
Indonesia,1999,Ambient Particulate Matter,DALYs,2137847.0,Number,Both,All
Indonesia,2000,Ambient Particulate Matter,DALYs,2174744.0,Number,Both,All
Indonesia,2001,Ambient Particulate Matter,DALYs,2214848.0,Number,Both,All
Indonesia,2002,Ambient Particulate Matter,DALYs,2250771.0,Number,Both,All
Indonesia,2003,Ambient Particulate Matter,DALYs,2282037.0,Number,Both,All
Indonesia,2004,Ambient Particulate Matter,DALYs,2313510.0,Number,Both,All
Indonesia,2005,Ambient Particulate Matter,DALYs,2350225.0,Number,Both,All
Indonesia,2006,Ambient Particulate Matter,DALYs,2413919.0,Number,Both,All
Indonesia,2007,Ambient Particulate Matter,DALYs,2510792.0,Number,Both,All
Indonesia,2008,Ambient Particulate Matter,DALYs,2631133.0,Number,Both,All
Indonesia,2009,Ambient Particulate Matter,DALYs,2733582.0,Number,Both,All
Indonesia,2010,Ambient Particulate Matter,DALYs,2790361.0,Number,Both,All
Indonesia,2011,Ambient Particulate Matter,DALYs,2823170.0,Number,Both,All
Indonesia,2012,Ambient Particulate Matter,DALYs,2879836.0,Number,Both,All
Indonesia,2013,Ambient Particulate Matter,DALYs,2930986.0,Number,Both,All
Indonesia,2014,Ambient Particulate Matter,DALYs,2967346.0,Number,Both,All
Indonesia,2015,Ambient Particulate Matter,DALYs,3013906.0,Number,Both,All
Indonesia,2016,Ambient Particulate Matter,DALYs,2989873.0,Number,Both,All
Indonesia,2017,Ambient Particulate Matter,DALYs,2990190.0,Number,Both,All
Indonesia,2018,Ambient Particulate Matter,DALYs,3086920.0,Number,Both,All
Indonesia,2019,Ambient Particulate Matter,DALYs,3264690.0,Number,Both,All
Indonesia,1990,Ambient Particulate Matter,DALYs,833917.0,Number,Both,Less than 15 years old
Indonesia,1991,Ambient Particulate Matter,DALYs,824374.0,Number,Both,Less than 15 years old
Indonesia,1992,Ambient Particulate Matter,DALYs,809744.0,Number,Both,Less than 15 years old
Indonesia,1993,Ambient Particulate Matter,DALYs,795297.0,Number,Both,Less than 15 years old
Indonesia,1994,Ambient Particulate Matter,DALYs,776794.0,Number,Both,Less than 15 years old
Indonesia,1995,Ambient Particulate Matter,DALYs,752343.0,Number,Both,Less than 15 years old
Indonesia,1996,Ambient Particulate Matter,DALYs,723722.0,Number,Both,Less than 15 years old
Indonesia,1997,Ambient Particulate Matter,DALYs,699937.0,Number,Both,Less than 15 years old
Indonesia,1998,Ambient Particulate Matter,DALYs,687346.0,Number,Both,Less than 15 years old
Indonesia,1999,Ambient Particulate Matter,DALYs,667025.0,Number,Both,Less than 15 years old
Indonesia,2000,Ambient Particulate Matter,DALYs,636536.0,Number,Both,Less than 15 years old
Indonesia,2001,Ambient Particulate Matter,DALYs,616321.0,Number,Both,Less than 15 years old
Indonesia,2002,Ambient Particulate Matter,DALYs,593910.0,Number,Both,Less than 15 years old
Indonesia,2003,Ambient Particulate Matter,DALYs,571577.0,Number,Both,Less than 15 years old
Indonesia,2004,Ambient Particulate Matter,DALYs,545932.0,Number,Both,Less than 15 years old
Indonesia,2005,Ambient Particulate Matter,DALYs,522686.0,Number,Both,Less than 15 years old
Indonesia,2006,Ambient Particulate Matter,DALYs,506360.0,Number,Both,Less than 15 years old
Indonesia,2007,Ambient Particulate Matter,DALYs,494913.0,Number,Both,Less than 15 years old
Indonesia,2008,Ambient Particulate Matter,DALYs,486706.0,Number,Both,Less than 15 years old
Indonesia,2009,Ambient Particulate Matter,DALYs,472552.0,Number,Both,Less than 15 years old
Indonesia,2010,Ambient Particulate Matter,DALYs,448187.0,Number,Both,Less than 15 years old
Indonesia,2011,Ambient Particulate Matter,DALYs,420016.0,Number,Both,Less than 15 years old
Indonesia,2012,Ambient Particulate Matter,DALYs,396652.0,Number,Both,Less than 15 years old
Indonesia,2013,Ambient Particulate Matter,DALYs,376751.0,Number,Both,Less than 15 years old
Indonesia,2014,Ambient Particulate Matter,DALYs,352396.0,Number,Both,Less than 15 years old
Indonesia,2015,Ambient Particulate Matter,DALYs,330448.0,Number,Both,Less than 15 years old
Indonesia,2016,Ambient Particulate Matter,DALYs,299030.0,Number,Both,Less than 15 years old
Indonesia,2017,Ambient Particulate Matter,DALYs,277529.0,Number,Both,Less than 15 years old
Indonesia,2018,Ambient Particulate Matter,DALYs,263674.0,Number,Both,Less than 15 years old
Indonesia,2019,Ambient Particulate Matter,DALYs,260605.0,Number,Both,Less than 15 years old
Indonesia,1990,Ambient Particulate Matter,DALYs,630668.0,Number,Both,15 to 64 years old
Indonesia,1991,Ambient Particulate Matter,DALYs,676192.0,Number,Both,15 to 64 years old
Indonesia,1992,Ambient Particulate Matter,DALYs,719795.0,Number,Both,15 to 64 years old
Indonesia,1993,Ambient Particulate Matter,DALYs,762700.0,Number,Both,15 to 64 years old
Indonesia,1994,Ambient Particulate Matter,DALYs,799224.0,Number,Both,15 to 64 years old
Indonesia,1995,Ambient Particulate Matter,DALYs,831970.0,Number,Both,15 to 64 years old
Indonesia,1996,Ambient Particulate Matter,DALYs,868374.0,Number,Both,15 to 64 years old
Indonesia,1997,Ambient Particulate Matter,DALYs,908108.0,Number,Both,15 to 64 years old
Indonesia,1998,Ambient Particulate Matter,DALYs,949201.0,Number,Both,15 to 64 years old
Indonesia,1999,Ambient Particulate Matter,DALYs,989466.0,Number,Both,15 to 64 years old
