Country,Year,Risk,Variable,Value,Unit,Sex,Age
Philippines,2009,Ambient Particulate Matter,DALYs,489124.0,Number,Both,15 to 64 years old
Philippines,2010,Ambient Particulate Matter,DALYs,496022.0,Number,Both,15 to 64 years old
Philippines,2011,Ambient Particulate Matter,DALYs,503861.0,Number,Both,15 to 64 years old
Philippines,2012,Ambient Particulate Matter,DALYs,512760.0,Number,Both,15 to 64 years old
Philippines,2013,Ambient Particulate Matter,DALYs,520568.0,Number,Both,15 to 64 years old
Philippines,2014,Ambient Particulate Matter,DALYs,534036.0,Number,Both,15 to 64 years old
Philippines,2015,Ambient Particulate Matter,DALYs,552318.0,Number,Both,15 to 64 years old
Philippines,2016,Ambient Particulate Matter,DALYs,561677.0,Number,Both,15 to 64 years old
Philippines,2017,Ambient Particulate Matter,DALYs,574999.0,Number,Both,15 to 64 years old
Philippines,2018,Ambient Particulate Matter,DALYs,592122.0,Number,Both,15 to 64 years old
Philippines,2019,Ambient Particulate Matter,DALYs,615850.0,Number,Both,15 to 64 years old
Philippines,1990,Ambient Particulate Matter,DALYs,81085.0,Number,Both,More than 64 years old
Philippines,1991,Ambient Particulate Matter,DALYs,83108.0,Number,Both,More than 64 years old
Philippines,1992,Ambient Particulate Matter,DALYs,88752.0,Number,Both,More than 64 years old
Philippines,1993,Ambient Particulate Matter,DALYs,94653.0,Number,Both,More than 64 years old
Philippines,1994,Ambient Particulate Matter,DALYs,101352.0,Number,Both,More than 64 years old
Philippines,1995,Ambient Particulate Matter,DALYs,107810.0,Number,Both,More than 64 years old
Philippines,1996,Ambient Particulate Matter,DALYs,115749.0,Number,Both,More than 64 years old
Philippines,1997,Ambient Particulate Matter,DALYs,122381.0,Number,Both,More than 64 years old
Philippines,1998,Ambient Particulate Matter,DALYs,131494.0,Number,Both,More than 64 years old
Philippines,1999,Ambient Particulate Matter,DALYs,140906.0,Number,Both,More than 64 years old
Philippines,2000,Ambient Particulate Matter,DALYs,152763.0,Number,Both,More than 64 years old
Philippines,2001,Ambient Particulate Matter,DALYs,165934.0,Number,Both,More than 64 years old
Philippines,2002,Ambient Particulate Matter,DALYs,178372.0,Number,Both,More than 64 years old
Philippines,2003,Ambient Particulate Matter,DALYs,183281.0,Number,Both,More than 64 years old
Philippines,2004,Ambient Particulate Matter,DALYs,188992.0,Number,Both,More than 64 years old
Philippines,2005,Ambient Particulate Matter,DALYs,197994.0,Number,Both,More than 64 years old
Philippines,2006,Ambient Particulate Matter,DALYs,202116.0,Number,Both,More than 64 years old
Philippines,2007,Ambient Particulate Matter,DALYs,201879.0,Number,Both,More than 64 years old
Philippines,2008,Ambient Particulate Matter,DALYs,204797.0,Number,Both,More than 64 years old
Philippines,2009,Ambient Particulate Matter,DALYs,207788.0,Number,Both,More than 64 years old
Philippines,2010,Ambient Particulate Matter,DALYs,209230.0,Number,Both,More than 64 years old
Philippines,2011,Ambient Particulate Matter,DALYs,213477.0,Number,Both,More than 64 years old
Philippines,2012,Ambient Particulate Matter,DALYs,221112.0,Number,Both,More than 64 years old
Philippines,2013,Ambient Particulate Matter,DALYs,228309.0,Number,Both,More than 64 years old
Philippines,2014,Ambient Particulate Matter,DALYs,235761.0,Number,Both,More than 64 years old
Philippines,2015,Ambient Particulate Matter,DALYs,246847.0,Number,Both,More than 64 years old
Philippines,2016,Ambient Particulate Matter,DALYs,253041.0,Number,Both,More than 64 years old
Philippines,2017,Ambient Particulate Matter,DALYs,259813.0,Number,Both,More than 64 years old
Philippines,2018,Ambient Particulate Matter,DALYs,271344.0,Number,Both,More than 64 years old
Philippines,2019,Ambient Particulate Matter,DALYs,288201.0,Number,Both,More than 64 years old
Singapore,1990,Ambient Particulate Matter,DALYs,31016.0,Number,Both,All
Singapore,1991,Ambient Particulate Matter,DALYs,29662.0,Number,Both,All
Singapore,1992,Ambient Particulate Matter,DALYs,28649.0,Number,Both,All
Singapore,1993,Ambient Particulate Matter,DALYs,27914.0,Number,Both,All
Singapore,1994,Ambient Particulate Matter,DALYs,27883.0,Number,Both,All
Singapore,1995,Ambient Particulate Matter,DALYs,28016.0,Number,Both,All
Singapore,1996,Ambient Particulate Matter,DALYs,28210.0,Number,Both,All
Singapore,1997,Ambient Particulate Matter,DALYs,28105.0,Number,Both,All
Singapore,1998,Ambient Particulate Matter,DALYs,28389.0,Number,Both,All
Singapore,1999,Ambient Particulate Matter,DALYs,27821.0,Number,Both,All
Singapore,2000,Ambient Particulate Matter,DALYs,27438.0,Number,Both,All
Singapore,2001,Ambient Particulate Matter,DALYs,27023.0,Number,Both,All
Singapore,2002,Ambient Particulate Matter,DALYs,26493.0,Number,Both,All
Singapore,2003,Ambient Particulate Matter,DALYs,25369.0,Number,Both,All
Singapore,2004,Ambient Particulate Matter,DALYs,24802.0,Number,Both,All
Singapore,2005,Ambient Particulate Matter,DALYs,24121.0,Number,Both,All
Singapore,2006,Ambient Particulate Matter,DALYs,23996.0,Number,Both,All
Singapore,2007,Ambient Particulate Matter,DALYs,24289.0,Number,Both,All
Singapore,2008,Ambient Particulate Matter,DALYs,24661.0,Number,Both,All
Singapore,2009,Ambient Particulate Matter,DALYs,24408.0,Number,Both,All
Singapore,2010,Ambient Particulate Matter,DALYs,24426.0,Number,Both,All
Singapore,2011,Ambient Particulate Matter,DALYs,25137.0,Number,Both,All
Singapore,2012,Ambient Particulate Matter,DALYs,26911.0,Number,Both,All
Singapore,2013,Ambient Particulate Matter,DALYs,28781.0,Number,Both,All
Singapore,2014,Ambient Particulate Matter,DALYs,30497.0,Number,Both,All
Singapore,2015,Ambient Particulate Matter,DALYs,31721.0,Number,Both,All
Singapore,2016,Ambient Particulate Matter,DALYs,32019.0,Number,Both,All
Singapore,2017,Ambient Particulate Matter,DALYs,32086.0,Number,Both,All
Singapore,2018,Ambient Particulate Matter,DALYs,33462.0,Number,Both,All
Singapore,2019,Ambient Particulate Matter,DALYs,34960.0,Number,Both,All
Thailand,1990,Ambient Particulate Matter,DALYs,499406.0,Number,Both,All
Thailand,1991,Ambient Particulate Matter,DALYs,522565.0,Number,Both,All
Thailand,1992,Ambient Particulate Matter,DALYs,543021.0,Number,Both,All
Thailand,1993,Ambient Particulate Matter,DALYs,567358.0,Number,Both,All
Thailand,1994,Ambient Particulate Matter,DALYs,598114.0,Number,Both,All
Thailand,1995,Ambient Particulate Matter,DALYs,628762.0,Number,Both,All
Thailand,1996,Ambient Particulate Matter,DALYs,658808.0,Number,Both,All
Thailand,1997,Ambient Particulate Matter,DALYs,631158.0,Number,Both,All
Thailand,1998,Ambient Particulate Matter,DALYs,657529.0,Number,Both,All
Thailand,1999,Ambient Particulate Matter,DALYs,712495.0,Number,Both,All
Thailand,2000,Ambient Particulate Matter,DALYs,724278.0,Number,Both,All
Thailand,2001,Ambient Particulate Matter,DALYs,705702.0,Number,Both,All
Thailand,2002,Ambient Particulate Matter,DALYs,725438.0,Number,Both,All
Thailand,2003,Ambient Particulate Matter,DALYs,733327.0,Number,Both,All
Thailand,2004,Ambient Particulate Matter,DALYs,742490.0,Number,Both,All
Thailand,2005,Ambient Particulate Matter,DALYs,747469.0,Number,Both,All
Thailand,2006,Ambient Particulate Matter,DALYs,760678.0,Number,Both,All
Thailand,2007,Ambient Particulate Matter,DALYs,777707.0,Number,Both,All
Thailand,2008,Ambient Particulate Matter,DALYs,790555.0,Number,Both,All
Thailand,2009,Ambient Particulate Matter,DALYs,793710.0,Number,Both,All
Thailand,2010,Ambient Particulate Matter,DALYs,808879.0,Number,Both,All
Thailand,2011,Ambient Particulate Matter,DALYs,806175.0,Number,Both,All
Thailand,2012,Ambient Particulate Matter,DALYs,795365.0,Number,Both,All
Thailand,2013,Ambient Particulate Matter,DALYs,775414.0,Number,Both,All
Thailand,2014,Ambient Particulate Matter,DALYs,771919.0,Number,Both,All
Thailand,2015,Ambient Particulate Matter,DALYs,775680.0,Number,Both,All
Thailand,2016,Ambient Particulate Matter,DALYs,802120.0,Number,Both,All
Thailand,2017,Ambient Particulate Matter,DALYs,817188.0,Number,Both,All
Thailand,2018,Ambient Particulate Matter,DALYs,847447.0,Number,Both,All
Thailand,2019,Ambient Particulate Matter,DALYs,888414.0,Number,Both,All
Singapore,1990,Ambient Particulate Matter,DALYs,1326.0,Number,Both,Less than 15 years old
Singapore,1991,Ambient Particulate Matter,DALYs,1112.0,Number,Both,Less than 15 years old
Singapore,1992,Ambient Particulate Matter,DALYs,1017.0,Number,Both,Less than 15 years old
Singapore,1993,Ambient Particulate Matter,DALYs,928.0,Number,Both,Less than 15 years old
Singapore,1994,Ambient Particulate Matter,DALYs,867.0,Number,Both,Less than 15 years old
Singapore,1995,Ambient Particulate Matter,DALYs,834.0,Number,Both,Less than 15 years old
Singapore,1996,Ambient Particulate Matter,DALYs,813.0,Number,Both,Less than 15 years old
Singapore,1997,Ambient Particulate Matter,DALYs,738.0,Number,Both,Less than 15 years old
Singapore,1998,Ambient Particulate Matter,DALYs,671.0,Number,Both,Less than 15 years old
Singapore,1999,Ambient Particulate Matter,DALYs,601.0,Number,Both,Less than 15 years old
Singapore,2000,Ambient Particulate Matter,DALYs,533.0,Number,Both,Less than 15 years old
Singapore,2001,Ambient Particulate Matter,DALYs,448.0,Number,Both,Less than 15 years old
Singapore,2002,Ambient Particulate Matter,DALYs,423.0,Number,Both,Less than 15 years old
Singapore,2003,Ambient Particulate Matter,DALYs,372.0,Number,Both,Less than 15 years old
Singapore,2004,Ambient Particulate Matter,DALYs,343.0,Number,Both,Less than 15 years old
Singapore,2005,Ambient Particulate Matter,DALYs,346.0,Number,Both,Less than 15 years old
Singapore,2006,Ambient Particulate Matter,DALYs,357.0,Number,Both,Less than 15 years old
Singapore,2007,Ambient Particulate Matter,DALYs,346.0,Number,Both,Less than 15 years old
Singapore,2008,Ambient Particulate Matter,DALYs,352.0,Number,Both,Less than 15 years old
Singapore,2009,Ambient Particulate Matter,DALYs,353.0,Number,Both,Less than 15 years old
Singapore,2010,Ambient Particulate Matter,DALYs,340.0,Number,Both,Less than 15 years old
Singapore,2011,Ambient Particulate Matter,DALYs,361.0,Number,Both,Less than 15 years old
Singapore,2012,Ambient Particulate Matter,DALYs,373.0,Number,Both,Less than 15 years old
Singapore,2013,Ambient Particulate Matter,DALYs,360.0,Number,Both,Less than 15 years old
Singapore,2014,Ambient Particulate Matter,DALYs,342.0,Number,Both,Less than 15 years old
Singapore,2015,Ambient Particulate Matter,DALYs,348.0,Number,Both,Less than 15 years old
Singapore,2016,Ambient Particulate Matter,DALYs,348.0,Number,Both,Less than 15 years old
Singapore,2017,Ambient Particulate Matter,DALYs,324.0,Number,Both,Less than 15 years old
Singapore,2018,Ambient Particulate Matter,DALYs,306.0,Number,Both,Less than 15 years old
Singapore,2019,Ambient Particulate Matter,DALYs,298.0,Number,Both,Less than 15 years old
Thailand,1990,Ambient Particulate Matter,DALYs,108810.0,Number,Both,Less than 15 years old
Thailand,1991,Ambient Particulate Matter,DALYs,101648.0,Number,Both,Less than 15 years old
Thailand,1992,Ambient Particulate Matter,DALYs,95731.0,Number,Both,Less than 15 years old
Thailand,1993,Ambient Particulate Matter,DALYs,91162.0,Number,Both,Less than 15 years old
Thailand,1994,Ambient Particulate Matter,DALYs,87112.0,Number,Both,Less than 15 years old
Thailand,1995,Ambient Particulate Matter,DALYs,82771.0,Number,Both,Less than 15 years old
Thailand,1996,Ambient Particulate Matter,DALYs,78469.0,Number,Both,Less than 15 years old
Thailand,1997,Ambient Particulate Matter,DALYs,74133.0,Number,Both,Less than 15 years old
Thailand,1998,Ambient Particulate Matter,DALYs,71592.0,Number,Both,Less than 15 years old
Thailand,1999,Ambient Particulate Matter,DALYs,68634.0,Number,Both,Less than 15 years old
Thailand,2000,Ambient Particulate Matter,DALYs,65790.0,Number,Both,Less than 15 years old
Thailand,2001,Ambient Particulate Matter,DALYs,62621.0,Number,Both,Less than 15 years old
Thailand,2002,Ambient Particulate Matter,DALYs,59130.0,Number,Both,Less than 15 years old
Thailand,2003,Ambient Particulate Matter,DALYs,55616.0,Number,Both,Less than 15 years old
Thailand,2004,Ambient Particulate Matter,DALYs,52201.0,Number,Both,Less than 15 years old
Thailand,2005,Ambient Particulate Matter,DALYs,48651.0,Number,Both,Less than 15 years old
Thailand,2006,Ambient Particulate Matter,DALYs,46168.0,Number,Both,Less than 15 years old
Thailand,2007,Ambient Particulate Matter,DALYs,44720.0,Number,Both,Less than 15 years old
Thailand,2008,Ambient Particulate Matter,DALYs,42313.0,Number,Both,Less than 15 years old
Thailand,2009,Ambient Particulate Matter,DALYs,38290.0,Number,Both,Less than 15 years old
Thailand,2010,Ambient Particulate Matter,DALYs,33763.0,Number,Both,Less than 15 years old
Thailand,2011,Ambient Particulate Matter,DALYs,30710.0,Number,Both,Less than 15 years old
Thailand,2012,Ambient Particulate Matter,DALYs,28889.0,Number,Both,Less than 15 years old
Thailand,2013,Ambient Particulate Matter,DALYs,25680.0,Number,Both,Less than 15 years old
Thailand,2014,Ambient Particulate Matter,DALYs,24105.0,Number,Both,Less than 15 years old
Thailand,2015,Ambient Particulate Matter,DALYs,22899.0,Number,Both,Less than 15 years old
Thailand,2016,Ambient Particulate Matter,DALYs,22806.0,Number,Both,Less than 15 years old
Thailand,2017,Ambient Particulate Matter,DALYs,19886.0,Number,Both,Less than 15 years old
Thailand,2018,Ambient Particulate Matter,DALYs,18419.0,Number,Both,Less than 15 years old
Thailand,2019,Ambient Particulate Matter,DALYs,17467.0,Number,Both,Less than 15 years old
Singapore,1990,Ambient Particulate Matter,DALYs,16521.0,Number,Both,15 to 64 years old
Singapore,1991,Ambient Particulate Matter,DALYs,15897.0,Number,Both,15 to 64 years old
Singapore,1992,Ambient Particulate Matter,DALYs,15309.0,Number,Both,15 to 64 years old
Singapore,1993,Ambient Particulate Matter,DALYs,14813.0,Number,Both,15 to 64 years old
Singapore,1994,Ambient Particulate Matter,DALYs,14739.0,Number,Both,15 to 64 years old
Singapore,1995,Ambient Particulate Matter,DALYs,14759.0,Number,Both,15 to 64 years old
Singapore,1996,Ambient Particulate Matter,DALYs,14897.0,Number,Both,15 to 64 years old
Singapore,1997,Ambient Particulate Matter,DALYs,14812.0,Number,Both,15 to 64 years old
Singapore,1998,Ambient Particulate Matter,DALYs,14934.0,Number,Both,15 to 64 years old
Singapore,1999,Ambient Particulate Matter,DALYs,14501.0,Number,Both,15 to 64 years old
Singapore,2000,Ambient Particulate Matter,DALYs,14269.0,Number,Both,15 to 64 years old
Singapore,2001,Ambient Particulate Matter,DALYs,14190.0,Number,Both,15 to 64 years old
Singapore,2002,Ambient Particulate Matter,DALYs,14042.0,Number,Both,15 to 64 years old
Singapore,2003,Ambient Particulate Matter,DALYs,13290.0,Number,Both,15 to 64 years old
Singapore,2004,Ambient Particulate Matter,DALYs,12965.0,Number,Both,15 to 64 years old
Singapore,2005,Ambient Particulate Matter,DALYs,12800.0,Number,Both,15 to 64 years old
Singapore,2006,Ambient Particulate Matter,DALYs,12752.0,Number,Both,15 to 64 years old
Singapore,2007,Ambient Particulate Matter,DALYs,13063.0,Number,Both,15 to 64 years old
Singapore,2008,Ambient Particulate Matter,DALYs,13528.0,Number,Both,15 to 64 years old
Singapore,2009,Ambient Particulate Matter,DALYs,13435.0,Number,Both,15 to 64 years old
Singapore,2010,Ambient Particulate Matter,DALYs,13524.0,Number,Both,15 to 64 years old
Singapore,2011,Ambient Particulate Matter,DALYs,13954.0,Number,Both,15 to 64 years old
Singapore,2012,Ambient Particulate Matter,DALYs,14741.0,Number,Both,15 to 64 years old
Singapore,2013,Ambient Particulate Matter,DALYs,15590.0,Number,Both,15 to 64 years old
Singapore,2014,Ambient Particulate Matter,DALYs,16236.0,Number,Both,15 to 64 years old
Singapore,2015,Ambient Particulate Matter,DALYs,16674.0,Number,Both,15 to 64 years old
Singapore,2016,Ambient Particulate Matter,DALYs,16616.0,Number,Both,15 to 64 years old
Singapore,2017,Ambient Particulate Matter,DALYs,16221.0,Number,Both,15 to 64 years old
Singapore,2018,Ambient Particulate Matter,DALYs,16484.0,Number,Both,15 to 64 years old
Singapore,2019,Ambient Particulate Matter,DALYs,16819.0,Number,Both,15 to 64 years old
Thailand,1990,Ambient Particulate Matter,DALYs,250667.0,Number,Both,15 to 64 years old
Thailand,1991,Ambient Particulate Matter,DALYs,270129.0,Number,Both,15 to 64 years old
Thailand,1992,Ambient Particulate Matter,DALYs,286774.0,Number,Both,15 to 64 years old
Thailand,1993,Ambient Particulate Matter,DALYs,307161.0,Number,Both,15 to 64 years old
Thailand,1994,Ambient Particulate Matter,DALYs,331832.0,Number,Both,15 to 64 years old
Thailand,1995,Ambient Particulate Matter,DALYs,357767.0,Number,Both,15 to 64 years old
Thailand,1996,Ambient Particulate Matter,DALYs,382775.0,Number,Both,15 to 64 years old
Thailand,1997,Ambient Particulate Matter,DALYs,361509.0,Number,Both,15 to 64 years old
Thailand,1998,Ambient Particulate Matter,DALYs,374426.0,Number,Both,15 to 64 years old
Thailand,1999,Ambient Particulate Matter,DALYs,413080.0,Number,Both,15 to 64 years old
Thailand,2000,Ambient Particulate Matter,DALYs,422856.0,Number,Both,15 to 64 years old
Thailand,2001,Ambient Particulate Matter,DALYs,414699.0,Number,Both,15 to 64 years old
Thailand,2002,Ambient Particulate Matter,DALYs,429201.0,Number,Both,15 to 64 years old
Thailand,2003,Ambient Particulate Matter,DALYs,434763.0,Number,Both,15 to 64 years old
Thailand,2004,Ambient Particulate Matter,DALYs,431127.0,Number,Both,15 to 64 years old
Thailand,2005,Ambient Particulate Matter,DALYs,427340.0,Number,Both,15 to 64 years old
Thailand,2006,Ambient Particulate Matter,DALYs,435704.0,Number,Both,15 to 64 years old
Thailand,2007,Ambient Particulate Matter,DALYs,446033.0,Number,Both,15 to 64 years old
Thailand,2008,Ambient Particulate Matter,DALYs,452862.0,Number,Both,15 to 64 years old
Thailand,2009,Ambient Particulate Matter,DALYs,454675.0,Number,Both,15 to 64 years old
Thailand,2010,Ambient Particulate Matter,DALYs,465567.0,Number,Both,15 to 64 years old
Thailand,2011,Ambient Particulate Matter,DALYs,465616.0,Number,Both,15 to 64 years old
Thailand,2012,Ambient Particulate Matter,DALYs,460123.0,Number,Both,15 to 64 years old
Thailand,2013,Ambient Particulate Matter,DALYs,445941.0,Number,Both,15 to 64 years old
Thailand,2014,Ambient Particulate Matter,DALYs,441151.0,Number,Both,15 to 64 years old
Thailand,2015,Ambient Particulate Matter,DALYs,438808.0,Number,Both,15 to 64 years old
Thailand,2016,Ambient Particulate Matter,DALYs,451858.0,Number,Both,15 to 64 years old
Thailand,2017,Ambient Particulate Matter,DALYs,458113.0,Number,Both,15 to 64 years old
Thailand,2018,Ambient Particulate Matter,DALYs,468933.0,Number,Both,15 to 64 years old
Thailand,2019,Ambient Particulate Matter,DALYs,485869.0,Number,Both,15 to 64 years old
Singapore,1990,Ambient Particulate Matter,DALYs,13169.0,Number,Both,More than 64 years old
Singapore,1991,Ambient Particulate Matter,DALYs,12653.0,Number,Both,More than 64 years old
Singapore,1992,Ambient Particulate Matter,DALYs,12323.0,Number,Both,More than 64 years old
Singapore,1993,Ambient Particulate Matter,DALYs,12173.0,Number,Both,More than 64 years old
Singapore,1994,Ambient Particulate Matter,DALYs,12276.0,Number,Both,More than 64 years old
Singapore,1995,Ambient Particulate Matter,DALYs,12423.0,Number,Both,More than 64 years old
Singapore,1996,Ambient Particulate Matter,DALYs,12500.0,Number,Both,More than 64 years old
Singapore,1997,Ambient Particulate Matter,DALYs,12555.0,Number,Both,More than 64 years old
Singapore,1998,Ambient Particulate Matter,DALYs,12785.0,Number,Both,More than 64 years old
Singapore,1999,Ambient Particulate Matter,DALYs,12718.0,Number,Both,More than 64 years old
Singapore,2000,Ambient Particulate Matter,DALYs,12637.0,Number,Both,More than 64 years old
Singapore,2001,Ambient Particulate Matter,DALYs,12385.0,Number,Both,More than 64 years old
Singapore,2002,Ambient Particulate Matter,DALYs,12027.0,Number,Both,More than 64 years old
Singapore,2003,Ambient Particulate Matter,DALYs,11707.0,Number,Both,More than 64 years old
Singapore,2004,Ambient Particulate Matter,DALYs,11494.0,Number,Both,More than 64 years old
Singapore,2005,Ambient Particulate Matter,DALYs,10974.0,Number,Both,More than 64 years old
Singapore,2006,Ambient Particulate Matter,DALYs,10887.0,Number,Both,More than 64 years old
Singapore,2007,Ambient Particulate Matter,DALYs,10880.0,Number,Both,More than 64 years old
Singapore,2008,Ambient Particulate Matter,DALYs,10780.0,Number,Both,More than 64 years old
Singapore,2009,Ambient Particulate Matter,DALYs,10619.0,Number,Both,More than 64 years old
Singapore,2010,Ambient Particulate Matter,DALYs,10561.0,Number,Both,More than 64 years old
Singapore,2011,Ambient Particulate Matter,DALYs,10822.0,Number,Both,More than 64 years old
Singapore,2012,Ambient Particulate Matter,DALYs,11797.0,Number,Both,More than 64 years old
Singapore,2013,Ambient Particulate Matter,DALYs,12832.0,Number,Both,More than 64 years old
Singapore,2014,Ambient Particulate Matter,DALYs,13919.0,Number,Both,More than 64 years old
Singapore,2015,Ambient Particulate Matter,DALYs,14699.0,Number,Both,More than 64 years old
Singapore,2016,Ambient Particulate Matter,DALYs,15055.0,Number,Both,More than 64 years old
Singapore,2017,Ambient Particulate Matter,DALYs,15541.0,Number,Both,More than 64 years old
Singapore,2018,Ambient Particulate Matter,DALYs,16672.0,Number,Both,More than 64 years old
Singapore,2019,Ambient Particulate Matter,DALYs,17843.0,Number,Both,More than 64 years old
Thailand,1990,Ambient Particulate Matter,DALYs,139929.0,Number,Both,More than 64 years old
Thailand,1991,Ambient Particulate Matter,DALYs,150789.0,Number,Both,More than 64 years old
Thailand,1992,Ambient Particulate Matter,DALYs,160516.0,Number,Both,More than 64 years old
Thailand,1993,Ambient Particulate Matter,DALYs,169035.0,Number,Both,More than 64 years old
Thailand,1994,Ambient Particulate Matter,DALYs,179170.0,Number,Both,More than 64 years old
Thailand,1995,Ambient Particulate Matter,DALYs,188224.0,Number,Both,More than 64 years old
Thailand,1996,Ambient Particulate Matter,DALYs,197564.0,Number,Both,More than 64 years old
Thailand,1997,Ambient Particulate Matter,DALYs,195516.0,Number,Both,More than 64 years old
Thailand,1998,Ambient Particulate Matter,DALYs,211511.0,Number,Both,More than 64 years old
Thailand,1999,Ambient Particulate Matter,DALYs,230781.0,Number,Both,More than 64 years old
Thailand,2000,Ambient Particulate Matter,DALYs,235633.0,Number,Both,More than 64 years old
Thailand,2001,Ambient Particulate Matter,DALYs,228382.0,Number,Both,More than 64 years old
Thailand,2002,Ambient Particulate Matter,DALYs,237106.0,Number,Both,More than 64 years old
Thailand,2003,Ambient Particulate Matter,DALYs,242947.0,Number,Both,More than 64 years old
Thailand,2004,Ambient Particulate Matter,DALYs,259162.0,Number,Both,More than 64 years old
Thailand,2005,Ambient Particulate Matter,DALYs,271477.0,Number,Both,More than 64 years old
Thailand,2006,Ambient Particulate Matter,DALYs,278806.0,Number,Both,More than 64 years old
Thailand,2007,Ambient Particulate Matter,DALYs,286954.0,Number,Both,More than 64 years old
Thailand,2008,Ambient Particulate Matter,DALYs,295380.0,Number,Both,More than 64 years old
Thailand,2009,Ambient Particulate Matter,DALYs,300745.0,Number,Both,More than 64 years old
Thailand,2010,Ambient Particulate Matter,DALYs,309549.0,Number,Both,More than 64 years old
Thailand,2011,Ambient Particulate Matter,DALYs,309849.0,Number,Both,More than 64 years old
Thailand,2012,Ambient Particulate Matter,DALYs,306354.0,Number,Both,More than 64 years old
Thailand,2013,Ambient Particulate Matter,DALYs,303793.0,Number,Both,More than 64 years old
Thailand,2014,Ambient Particulate Matter,DALYs,306662.0,Number,Both,More than 64 years old
Thailand,2015,Ambient Particulate Matter,DALYs,313973.0,Number,Both,More than 64 years old
Thailand,2016,Ambient Particulate Matter,DALYs,327456.0,Number,Both,More than 64 years old
Thailand,2017,Ambient Particulate Matter,DALYs,339189.0,Number,Both,More than 64 years old
Thailand,2018,Ambient Particulate Matter,DALYs,360095.0,Number,Both,More than 64 years old
Thailand,2019,Ambient Particulate Matter,DALYs,385079.0,Number,Both,More than 64 years old
Timor-Leste,1990,Ambient Particulate Matter,DALYs,3832.0,Number,Both,All
Timor-Leste,1991,Ambient Particulate Matter,DALYs,3812.0,Number,Both,All
Timor-Leste,1992,Ambient Particulate Matter,DALYs,3798.0,Number,Both,All
Timor-Leste,1993,Ambient Particulate Matter,DALYs,3747.0,Number,Both,All
Timor-Leste,1994,Ambient Particulate Matter,DALYs,3637.0,Number,Both,All
Timor-Leste,1995,Ambient Particulate Matter,DALYs,3521.0,Number,Both,All
Timor-Leste,1996,Ambient Particulate Matter,DALYs,3388.0,Number,Both,All
Timor-Leste,1997,Ambient Particulate Matter,DALYs,3220.0,Number,Both,All
Timor-Leste,1998,Ambient Particulate Matter,DALYs,3120.0,Number,Both,All
Timor-Leste,1999,Ambient Particulate Matter,DALYs,3045.0,Number,Both,All
Timor-Leste,2000,Ambient Particulate Matter,DALYs,2964.0,Number,Both,All
Timor-Leste,2001,Ambient Particulate Matter,DALYs,2969.0,Number,Both,All
Timor-Leste,2002,Ambient Particulate Matter,DALYs,3122.0,Number,Both,All
Timor-Leste,2003,Ambient Particulate Matter,DALYs,3409.0,Number,Both,All
Timor-Leste,2004,Ambient Particulate Matter,DALYs,3618.0,Number,Both,All
Timor-Leste,2005,Ambient Particulate Matter,DALYs,3825.0,Number,Both,All
Timor-Leste,2006,Ambient Particulate Matter,DALYs,3930.0,Number,Both,All
Timor-Leste,2007,Ambient Particulate Matter,DALYs,4233.0,Number,Both,All
Timor-Leste,2008,Ambient Particulate Matter,DALYs,4453.0,Number,Both,All
Timor-Leste,2009,Ambient Particulate Matter,DALYs,4805.0,Number,Both,All
Timor-Leste,2010,Ambient Particulate Matter,DALYs,5075.0,Number,Both,All
Timor-Leste,2011,Ambient Particulate Matter,DALYs,5369.0,Number,Both,All
Timor-Leste,2012,Ambient Particulate Matter,DALYs,5625.0,Number,Both,All
Timor-Leste,2013,Ambient Particulate Matter,DALYs,5801.0,Number,Both,All
Timor-Leste,2014,Ambient Particulate Matter,DALYs,6036.0,Number,Both,All
Timor-Leste,2015,Ambient Particulate Matter,DALYs,6324.0,Number,Both,All
Timor-Leste,2016,Ambient Particulate Matter,DALYs,6565.0,Number,Both,All
Timor-Leste,2017,Ambient Particulate Matter,DALYs,6705.0,Number,Both,All
Timor-Leste,2018,Ambient Particulate Matter,DALYs,6869.0,Number,Both,All
Timor-Leste,2019,Ambient Particulate Matter,DALYs,7031.0,Number,Both,All
Timor-Leste,1990,Ambient Particulate Matter,DALYs,3278.0,Number,Both,Less than 15 years old
Timor-Leste,1991,Ambient Particulate Matter,DALYs,3245.0,Number,Both,Less than 15 years old
Timor-Leste,1992,Ambient Particulate Matter,DALYs,3207.0,Number,Both,Less than 15 years old
Timor-Leste,1993,Ambient Particulate Matter,DALYs,3133.0,Number,Both,Less than 15 years old
Timor-Leste,1994,Ambient Particulate Matter,DALYs,3010.0,Number,Both,Less than 15 years old
Timor-Leste,1995,Ambient Particulate Matter,DALYs,2875.0,Number,Both,Less than 15 years old
Timor-Leste,1996,Ambient Particulate Matter,DALYs,2729.0,Number,Both,Less than 15 years old
Timor-Leste,1997,Ambient Particulate Matter,DALYs,2557.0,Number,Both,Less than 15 years old
Timor-Leste,1998,Ambient Particulate Matter,DALYs,2428.0,Number,Both,Less than 15 years old
Timor-Leste,1999,Ambient Particulate Matter,DALYs,2325.0,Number,Both,Less than 15 years old
Timor-Leste,2000,Ambient Particulate Matter,DALYs,2199.0,Number,Both,Less than 15 years old
Timor-Leste,2001,Ambient Particulate Matter,DALYs,2143.0,Number,Both,Less than 15 years old
Timor-Leste,2002,Ambient Particulate Matter,DALYs,2192.0,Number,Both,Less than 15 years old
